dataset,sigma_enc,seed,sampling_seed,guidance_scale,prior_final_loss,reconstruction_mse,reconstruction_psnr,reconstruction_fid,reconstruction_kid_mean,reconstruction_kid_std,reconstruction_metric_samples,reconstruction_feature_precision,reconstruction_feature_recall,reconstruction_pr_samples,reconstruction_pr_nearest_k,fid,kid_mean,kid_std,metric_samples,feature_precision,feature_recall,pr_samples,pr_nearest_k
celeba64,0.05,0,100000,1.0,0.0406236902961873,0.0016681787808736,33.79817398631666,9.05541706085205,0.0079370019957423,0.000599842867814,5000.0,1.0,0.9998,5000.0,5.0,38.14632415771485,0.0356360934674739,0.0017670424422249,5000.0,0.6574,0.252,5000.0,5.0
celeba64,0.05,0,100000,1.5,0.0406236902961873,0.0016681787808736,33.79817398631666,9.05541706085205,0.0079370019957423,0.000599842867814,5000.0,1.0,0.9998,5000.0,5.0,37.87523651123047,0.0348948016762733,0.0015796303050592,5000.0,0.6592,0.2438,5000.0,5.0
celeba64,0.05,0,100000,2.0,0.0406236902961873,0.0016681787808736,33.79817398631666,9.05541706085205,0.0079370019957423,0.000599842867814,5000.0,1.0,0.9998,5000.0,5.0,37.6762809753418,0.0340591445565223,0.0014585865428671,5000.0,0.6638,0.2356,5000.0,5.0
celeba64,0.15,0,100000,1.0,0.0424486011441828,0.0025503192539016,31.95465441666872,9.757869720458984,0.0079876901581883,0.000359221274266,5000.0,0.9998,0.9996,5000.0,5.0,41.13081359863281,0.0392643474042415,0.0018409246113151,5000.0,0.6376,0.214,5000.0,5.0
celeba64,0.15,0,100000,1.5,0.0424486011441828,0.0025503192539016,31.95465441666872,9.757869720458984,0.0079876901581883,0.000359221274266,5000.0,0.9998,0.9996,5000.0,5.0,41.151214599609375,0.0390484817326068,0.0017910189926624,5000.0,0.6424,0.2154,5000.0,5.0
celeba64,0.15,0,100000,2.0,0.0424486011441828,0.0025503192539016,31.95465441666872,9.757869720458984,0.0079876901581883,0.000359221274266,5000.0,0.9998,0.9996,5000.0,5.0,41.1043815612793,0.0385819934308528,0.0014999276027083,5000.0,0.648,0.2082,5000.0,5.0
celeba64,0.3,0,100000,1.0,0.0473844119562552,0.0056729637523492,28.48249982698041,17.1616268157959,0.0147739890962839,0.000456681853393,5000.0,0.9916,0.9944,5000.0,5.0,55.6683464050293,0.0579758174717426,0.0024970916565507,5000.0,0.5836,0.1088,5000.0,5.0
celeba64,0.3,0,100000,1.5,0.0473844119562552,0.0056729637523492,28.48249982698041,17.1616268157959,0.0147739890962839,0.000456681853393,5000.0,0.9916,0.9944,5000.0,5.0,55.4423942565918,0.0571871288120746,0.0025082267820835,5000.0,0.5892,0.1082,5000.0,5.0
celeba64,0.3,0,100000,2.0,0.0473844119562552,0.0056729637523492,28.48249982698041,17.1616268157959,0.0147739890962839,0.000456681853393,5000.0,0.9916,0.9944,5000.0,5.0,55.21261596679688,0.0564197078347206,0.0025195595808327,5000.0,0.5932,0.1032,5000.0,5.0
